portfolio_name,asset_name,asset_class,issuer,weight,asset_class_label
MeanVariance_TurnoverPenalty,EO AB SUB 2023-2,Obligations corporate,TNDE9EH7SA12,0.006174350502101875,Obligations corporate
MultiCriteria_Recommended_Portfolio,EO AB SUB 2023-2,Obligations corporate,TNDE9EH7SA12,0.0932838463707573,Obligations corporate
Current_Portfolio,DELICE HOLDING,Actions cotées,DELICE_HOLDING,0.0042553072149080036,Actions cotées
Minimum_Variance,DELICE HOLDING,Actions cotées,DELICE_HOLDING,0.004255303407244054,Actions cotées
Mean_Variance_lambda_2,DELICE HOLDING,Actions cotées,DELICE_HOLDING,0.05240840230643677,Actions cotées
Mean_Variance_lambda_5,DELICE HOLDING,Actions cotées,DELICE_HOLDING,0.032926967281745274,Actions cotées
Mean_Variance_lambda_10,DELICE HOLDING,Actions cotées,DELICE_HOLDING,0.0240677504812785,Actions cotées
Mean_Variance_lambda_20,DELICE HOLDING,Actions cotées,DELICE_HOLDING,0.011044555653014449,Actions cotées
Max_Sharpe,DELICE HOLDING,Actions cotées,DELICE_HOLDING,0.004255301393702537,Actions cotées
Max_Return,DELICE HOLDING,Actions cotées,DELICE_HOLDING,0.07545696413745787,Actions cotées
Mean_CVaR_95,DELICE HOLDING,Actions cotées,DELICE_HOLDING,0.004255307512301961,Actions cotées
Risk_Parity,DELICE HOLDING,Actions cotées,DELICE_HOLDING,0.008844650985885034,Actions cotées
MeanVariance_TurnoverPenalty,DELICE HOLDING,Actions cotées,DELICE_HOLDING,0.021928684344695158,Actions cotées
MultiCriteria_Recommended_Portfolio,DELICE HOLDING,Actions cotées,DELICE_HOLDING,0.004255307512301961,Actions cotées
Current_Portfolio,CITY CARS,Actions cotées,CITY_CARS,0.001067390040554901,Actions cotées
Minimum_Variance,CITY CARS,Actions cotées,CITY_CARS,0.001067454954390189,Actions cotées
Mean_Variance_lambda_2,CITY CARS,Actions cotées,CITY_CARS,0.024115838588536158,Actions cotées
Mean_Variance_lambda_5,CITY CARS,Actions cotées,CITY_CARS,0.04359735011874897,Actions cotées
Mean_Variance_lambda_10,CITY CARS,Actions cotées,CITY_CARS,0.04575085335698177,Actions cotées
Mean_Variance_lambda_20,CITY CARS,Actions cotées,CITY_CARS,0.02257235993522098,Actions cotées
Max_Sharpe,CITY CARS,Actions cotées,CITY_CARS,0.0010673857710413277,Actions cotées
Max_Return,CITY CARS,Actions cotées,CITY_CARS,0.0010673905032235443,Actions cotées
Mean_CVaR_95,CITY CARS,Actions cotées,CITY_CARS,0.017354760068943834,Actions cotées
Risk_Parity,CITY CARS,Actions cotées,CITY_CARS,0.013981810605207444,Actions cotées
MeanVariance_TurnoverPenalty,CITY CARS,Actions cotées,CITY_CARS,0.021363183688198017,Actions cotées
MultiCriteria_Recommended_Portfolio,CITY CARS,Actions cotées,CITY_CARS,0.017354760068943834,Actions cotées
Current_Portfolio,BT,Actions cotées,BT,0.00013540269722430012,Actions cotées
Minimum_Variance,BT,Actions cotées,BT,0.00013540924916267638,Actions cotées
Mean_Variance_lambda_2,BT,Actions cotées,BT,0.07893373980777171,Actions cotées
Mean_Variance_lambda_5,BT,Actions cotées,BT,0.07893374107802723,Actions cotées
Mean_Variance_lambda_10,BT,Actions cotées,BT,0.06933266829397487,Actions cotées
Mean_Variance_lambda_20,BT,Actions cotées,BT,0.031692022863068284,Actions cotées
Max_Sharpe,BT,Actions cotées,BT,0.00013539865389529816,Actions cotées
Max_Return,BT,Actions cotées,BT,0.0789337407810912,Actions cotées
Mean_CVaR_95,BT,Actions cotées,BT,0.007950794741480796,Actions cotées
Risk_Parity,BT,Actions cotées,BT,0.007989588005430034,Actions cotées
MeanVariance_TurnoverPenalty,BT,Actions cotées,BT,0.07893374053112966,Actions cotées
MultiCriteria_Recommended_Portfolio,BT,Actions cotées,BT,0.007950794741480796,Actions cotées
