portfolio_name,constraint_id,constraint_name,origin,exposure_value,threshold_value,margin_value,margin_pct,status,severity,implementation_status,comment
Mean_Variance_lambda_20,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::BT,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::BT,LEGAL_REGULATORY,10485778.004210379,26116404.433557004,15630626.429346625,0.05984984062072041,OK,INFO,,Contrainte testable contrôlée sur le portefeuille total.
Mean_Variance_lambda_20,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::CITY_CARS,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::CITY_CARS,LEGAL_REGULATORY,7468401.633260231,26116404.433557004,18648002.800296772,0.07140340795280352,OK,INFO,,Contrainte testable contrôlée sur le portefeuille total.
Mean_Variance_lambda_20,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::DELICE_HOLDING,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::DELICE_HOLDING,LEGAL_REGULATORY,3654255.811723973,26116404.433557004,22462148.62183303,0.08600781428002158,OK,INFO,,Contrainte testable contrôlée sur le portefeuille total.
Mean_Variance_lambda_20,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::ENNAKL,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::ENNAKL,LEGAL_REGULATORY,2838293.8784684194,26116404.433557004,23278110.555088583,0.08913214150252056,OK,INFO,,Contrainte testable contrôlée sur le portefeuille total.
Mean_Variance_lambda_20,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::PGH,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::PGH,LEGAL_REGULATORY,10008502.66906002,26116404.433557004,16107901.764496984,0.061677333131661564,OK,INFO,,Contrainte testable contrôlée sur le portefeuille total.
Mean_Variance_lambda_20,CAPITAL_SOCIAL_LIMITS,Limites en pourcentage du capital social,UNTESTED_MISSING_DATA,,,-0.0,-0.0,NOT_TESTED_DATA_MISSING,WARNING,CHECK_NOT_ENFORCED_MISSING_DATA,Contrainte non testée faute de données détaillées ; elle n’est pas assimilée à une conformité.
Mean_Variance_lambda_20,OPCVM_ENTITY_LIMITS,OPCVM par entité,UNTESTED_MISSING_DATA,,,-0.0,-0.0,NOT_TESTED_DATA_MISSING,WARNING,CHECK_NOT_ENFORCED_MISSING_DATA,Contrainte non testée faute de données détaillées ; elle n’est pas assimilée à une conformité.
Mean_Variance_lambda_20,SICAR_ENTITY_LIMITS,SICAR/SICAF par société,UNTESTED_MISSING_DATA,,,-0.0,-0.0,NOT_TESTED_DATA_MISSING,WARNING,CHECK_NOT_ENFORCED_MISSING_DATA,Contrainte non testée faute de données détaillées ; elle n’est pas assimilée à une conformité.
Mean_Variance_lambda_20,OTHER_SECURITIES_LIMITS,Autres valeurs mobilières,UNTESTED_MISSING_DATA,,,-0.0,-0.0,NOT_TESTED_DATA_MISSING,WARNING,CHECK_NOT_ENFORCED_MISSING_DATA,Contrainte non testée faute de données détaillées ; elle n’est pas assimilée à une conformité.
Mean_Variance_lambda_20,INTERNAL_NO_SHORT_SELLING,Absence de vente à découvert,INTERNAL_GOVERNANCE,0.006174363854166416,0.0,0.006174363854166416,,OK,INFO,INTERNAL_LIMIT,Contrôle interne appliqué à la poche optimisable.
