portfolio_name,expected_return_APT,volatility_APT,variance_APT,sharpe_ratio,var_95_historical,cvar_95_historical,downside_deviation,max_drawdown,skewness,kurtosis,turnover,herfindahl_index,equity_weight,state_weight,corporate_weight,active_constraints_count,regulatory_status,number_of_regulatory_breaches,optimization_status
Current_Portfolio,0.10682570287532459,0.015453869795174114,0.0002388220916461948,1.9683082426116747,0.0004991421556087309,0.001023067671388748,0.004574482065439469,-0.002806828030925468,0.4050127755461479,2.5515653391404447,0.0,0.20606667132631065,0.1217819929501146,0.3473556219895601,0.5308623850603252,0,COMPLIANT_WITH_UNTESTED_CONSTRAINTS,0,BENCHMARK
