portfolio_name,expected_return_APT,volatility_APT,variance_APT,sharpe_ratio,var_95_historical,cvar_95_historical,downside_deviation,max_drawdown,skewness,kurtosis,turnover,herfindahl_index,equity_weight,state_weight,corporate_weight,active_constraints_count,number_of_regulatory_breaches,optimization_status,VaR_95_historical,CVaR_95_historical,HHI_concentration,sovereign_bond_weight,warning_flags,regulatory_status,normalized_return,normalized_volatility,normalized_cvar,normalized_CVaR,normalized_turnover,normalized_concentration,score_return,score_risk,score_cvar,score_turnover,score_concentration,score_compliance,final_score,score_total,score_method,rank,model_selected_as_recommendation,recommendation_status,recommendation_note,recommended_portfolio_name
Mean_CVaR_95,0.10908140836535977,0.013718193157095217,0.00018818882349537402,2.3817775718681116,0.00021353283550589396,0.0005027289888268357,0.002390412068037023,-0.0016459498196537137,0.7771705866362344,1.632244498808852,0.2999999876666527,0.13399426233846218,0.11265227080631186,0.34735563003819886,0.5399920991554893,1,0,optimal,0.00021353283550589396,0.0005027289888268357,0.13399426233846218,0.34735563003819886,OK,COMPLIANT_WITH_UNTESTED_CONSTRAINTS,0.3472135751163192,0.8132602277128878,1.0,1.0,4.111115747829075e-08,0.8188181127316347,0.10416407253489575,0.20331505692822194,0.2,6.166673621743612e-09,0.08188181127316348,1.0,0.5893609469029548,0.5893609469029548,SCORING_MULTICRITERE_NORMALISE_AIDE_DECISION,1,True,SELECTED_BY_MULTICRITERIA_SCORING_NOT_PARETO_SOLVER,"Recommandation issue d'un scoring multicritère, non d'un solveur Pareto exact.",MultiCriteria_Recommended_Portfolio
