requested_date,portfolio_name,total_portfolio_value_estimated,government_bond_exposure,equity_exposure,corporate_bond_exposure,regulatory_status,worst_margin_constraint,worst_margin_value
2025-08-12,Max_Sharpe,539180785.5755658,122480345.84881,39169193.34652184,199363565.2494788,OK,STATE_MIN_20_PT,70247536.981696
2025-08-14,Max_Sharpe,539670495.0177016,122550641.85346183,39438369.073687784,199513802.9597969,OK,STATE_MIN_20_PT,70317832.98634782
2025-08-15,Max_Sharpe,539796600.1791067,122636484.91472912,39390874.45447266,199601559.67914987,OK,STATE_MIN_20_PT,70403676.04761511
2025-08-18,Max_Sharpe,540060143.0075223,122702658.29837261,39436564.64157625,199753238.9368183,OK,STATE_MIN_20_PT,70469849.4312586
2025-08-19,Max_Sharpe,540242529.0766947,122739614.08725351,39516308.23783684,199818925.62084925,OK,STATE_MIN_20_PT,70506805.2201395
2025-08-20,Max_Sharpe,540261267.2878137,122777784.62370609,39444495.74927576,199871305.7840767,OK,STATE_MIN_20_PT,70544975.75659208
2025-08-21,Max_Sharpe,540530015.9856021,122808306.05627055,39629188.80235867,199924839.99621785,OK,STATE_MIN_20_PT,70575497.18915655
2025-08-22,Max_Sharpe,540793588.6064172,122838832.35176669,39808709.85540561,199978365.26848972,OK,STATE_MIN_20_PT,70606023.48465268
2025-08-25,Max_Sharpe,540994623.3587325,122871217.80840702,39891180.26371579,200064544.15585443,OK,STATE_MIN_20_PT,70638408.94129302
2025-08-26,Max_Sharpe,541446131.6451173,122906759.54445861,40250492.920019485,200121198.04988408,OK,STATE_MIN_20_PT,70673950.6773446
2025-08-27,Max_Sharpe,541926431.7256323,122894050.22115852,40741163.80720702,200123536.56651163,OK,STATE_MIN_20_PT,70661241.35404451
2025-08-28,Max_Sharpe,542047734.7731597,122925139.84778047,40777734.804231614,200177178.9903925,OK,STATE_MIN_20_PT,70692330.98066646
2025-08-29,Max_Sharpe,542101774.3556266,122956231.862015,40747051.33398318,200230810.02887332,OK,STATE_MIN_20_PT,70723422.99490099
2025-09-01,Max_Sharpe,542545399.1384138,123066832.65523878,40901362.111827396,200409523.24059257,OK,STATE_MIN_20_PT,70834023.78812477
2025-09-02,Max_Sharpe,542542504.509479,123152091.4992334,40715696.15568364,200507035.7238071,OK,STATE_MIN_20_PT,70919282.63211939
2025-09-03,Max_Sharpe,542870483.7258363,123183172.82797733,40960680.373966604,200558949.3931372,OK,STATE_MIN_20_PT,70950363.96086332
2025-09-05,Max_Sharpe,543469751.2482418,123245526.39683145,41389833.76819301,200666709.95246223,OK,STATE_MIN_20_PT,71012717.52971745
2025-09-08,Max_Sharpe,544247971.2729987,123338241.47064964,41914937.73871555,200827110.93287838,OK,STATE_MIN_20_PT,71105432.60353564
2025-09-09,Max_Sharpe,544248845.664192,123326713.40800625,41935658.33906999,200818792.78636074,OK,STATE_MIN_20_PT,71093904.54089224
2025-09-10,Max_Sharpe,544363112.7085912,123453994.77670178,41814182.39836968,200927254.40276468,OK,STATE_MIN_20_PT,71221185.90958777
2025-09-11,Max_Sharpe,544394182.2802805,123477362.72843179,41784464.31836132,200964674.10273212,OK,STATE_MIN_20_PT,71244553.86131778
2025-09-12,Max_Sharpe,544797384.8546504,123508376.03066963,42031501.80452642,201089825.88869917,OK,STATE_MIN_20_PT,71275567.16355562
2025-09-15,Max_Sharpe,545333598.216444,123558109.16359554,42380299.490860835,201227508.43123248,OK,STATE_MIN_20_PT,71325300.29648153
2025-09-16,Max_Sharpe,545885823.2289011,123630980.11494942,42747512.99125982,201339648.9919368,OK,STATE_MIN_20_PT,71398171.24783541
2025-09-17,Max_Sharpe,546361264.1720959,123665689.1900741,43113778.51812434,201414115.33314234,OK,STATE_MIN_20_PT,71432880.3229601
2025-09-18,Max_Sharpe,546476521.8182123,123695713.8612809,43147440.10235456,201465686.72382167,OK,STATE_MIN_20_PT,71462904.9941669
2025-09-19,Max_Sharpe,546187431.5887184,123726037.91313982,42772517.03513128,201521195.50969204,OK,STATE_MIN_20_PT,71493229.04602581
2025-09-22,Max_Sharpe,546445653.031705,123820254.43819003,42777809.11733653,201679908.34542325,OK,STATE_MIN_20_PT,71587445.57107602
2025-09-23,Max_Sharpe,546555602.703188,123851624.5345805,42803182.63741692,201733114.4004354,OK,STATE_MIN_20_PT,71618815.66746649
2025-09-24,Max_Sharpe,546556996.4761393,123882995.18734887,42720005.26861227,201786314.88942298,OK,STATE_MIN_20_PT,71650186.32023486
2025-09-25,Max_Sharpe,546346800.9840188,123914366.39163533,42425243.66231418,201839509.7993142,OK,STATE_MIN_20_PT,71681557.52452132
2025-09-26,Max_Sharpe,546094293.3011711,123945738.14181745,42093528.785119966,201887345.24347866,OK,STATE_MIN_20_PT,71712929.27470344
2025-09-29,Max_Sharpe,546082456.4732716,124039856.61189379,41827995.911746174,202046922.8188766,OK,STATE_MIN_20_PT,71807047.74477978
2025-09-30,Max_Sharpe,545930855.6314702,124071230.4913963,41591839.92173943,202100104.08757937,OK,STATE_MIN_20_PT,71838421.62428229
2025-10-01,Max_Sharpe,546023194.7846565,124102604.88963895,41599629.05851449,202153279.70574805,OK,STATE_MIN_20_PT,71869796.02252494
2025-10-02,Max_Sharpe,545961201.2465043,124133979.80141073,41453090.65466191,202206449.65967667,OK,STATE_MIN_20_PT,71901170.93429673
2025-10-03,Max_Sharpe,545954591.3586999,124157248.21337192,41389934.82370086,202239727.19087204,OK,STATE_MIN_20_PT,71924439.34625791
2025-10-06,Max_Sharpe,546684099.9577119,124562317.2939882,41344707.5522717,202609393.98069692,OK,STATE_MIN_20_PT,72329508.42687419
2025-10-07,Max_Sharpe,546609234.1866567,124593455.87829237,41186261.64425655,202661835.53335267,OK,STATE_MIN_20_PT,72360647.01117836
2025-10-08,Max_Sharpe,546646866.9427726,124624595.33240561,41140063.08447297,202714527.3951389,OK,STATE_MIN_20_PT,72391786.4652916
2025-10-09,Max_Sharpe,546532060.8305056,124655735.86588335,40941428.396164834,202767215.43770236,OK,STATE_MIN_20_PT,72422926.99876934
2025-10-10,Max_Sharpe,546833575.0932539,124736216.63125755,41061147.638674945,202868529.6925662,OK,STATE_MIN_20_PT,72503407.76414354
2025-10-13,Max_Sharpe,547101486.653567,124873716.46317925,41017699.45878361,203042389.60084894,OK,STATE_MIN_20_PT,72640907.59606524
2025-10-14,Max_Sharpe,547356159.3342457,124862974.39793584,41253898.931105256,203071604.8744495,OK,STATE_MIN_20_PT,72630165.53082183
2025-10-16,Max_Sharpe,547557961.7683345,124966686.87307632,41200982.21158707,203222611.55291593,OK,STATE_MIN_20_PT,72733878.00596231
2025-10-17,Max_Sharpe,547727817.0876615,124997604.99427031,41243128.3442086,203319402.61842752,OK,STATE_MIN_20_PT,72764796.1271563
2025-10-20,Max_Sharpe,547917987.8377515,125095830.73380587,41175261.33903484,203479214.63415575,OK,STATE_MIN_20_PT,72863021.86669186
2025-10-21,Max_Sharpe,548440288.5806038,125152710.76036122,41575252.99826272,203544643.69122487,OK,STATE_MIN_20_PT,72919901.89324722
2025-10-22,Max_Sharpe,548827474.6732769,125193027.9901614,41859977.70411301,203606787.8482473,OK,STATE_MIN_20_PT,72960219.1230474
2025-10-23,Max_Sharpe,549075205.010826,125236551.40295565,42003311.11404303,203667661.36307222,OK,STATE_MIN_20_PT,73003742.53584164
2025-10-24,Max_Sharpe,549189501.2252481,125267761.30387315,42000093.221659556,203753965.5689602,OK,STATE_MIN_20_PT,73034952.43675914
2025-10-27,Max_Sharpe,549615703.4123948,125376429.65829894,42111032.28527609,203960560.33806467,OK,STATE_MIN_20_PT,73143620.79118493
2025-10-28,Max_Sharpe,549625950.5246301,125406623.76639305,42039067.9623666,204012577.6651153,OK,STATE_MIN_20_PT,73173814.89927904
2025-10-29,Max_Sharpe,549873126.297634,125433510.66387048,42220768.77203166,204051165.73097676,OK,STATE_MIN_20_PT,73200701.79675648
2025-10-30,Max_Sharpe,549897685.6450772,125465420.9458457,42160881.046948366,204103702.52152807,OK,STATE_MIN_20_PT,73232612.07873169
2025-10-31,Max_Sharpe,550104206.4035583,125501234.11174285,42264605.49978019,204170685.66127998,OK,STATE_MIN_20_PT,73268425.24462885
2025-11-03,Max_Sharpe,550544660.9791731,125603166.42960924,42440082.0657531,204333731.35305554,OK,STATE_MIN_20_PT,73370357.56249523
2025-11-04,Max_Sharpe,550576132.8515575,125633303.93081945,42389534.61564008,204385613.17434287,OK,STATE_MIN_20_PT,73400495.06370544
2025-11-05,Max_Sharpe,551053557.8918431,125664391.70069326,42783631.79112669,204437853.26926804,OK,STATE_MIN_20_PT,73431582.83357926
2025-11-06,Max_Sharpe,551801450.3817421,125695480.24559227,43448200.11010464,204490088.89529014,OK,STATE_MIN_20_PT,73462671.37847826
2025-11-07,Max_Sharpe,552017530.0179875,125710491.25437701,43630566.20945482,204508791.42340058,OK,STATE_MIN_20_PT,73477682.387263
2025-11-10,Max_Sharpe,552645155.1477182,125835317.72643054,43954799.07138048,204687357.2191521,OK,STATE_MIN_20_PT,73602508.85931653
2025-11-11,Max_Sharpe,552960912.9582713,125883052.64444716,44139259.897504926,204770919.28556406,OK,STATE_MIN_20_PT,73650243.77733316
2025-11-12,Max_Sharpe,553020378.091495,125914486.57761097,44114786.01654849,204823424.3665805,OK,STATE_MIN_20_PT,73681677.71049696
2025-11-13,Max_Sharpe,553086035.3391821,125945567.15530509,44097197.8117919,204875589.2413302,OK,STATE_MIN_20_PT,73712758.28819108
2025-11-14,Max_Sharpe,552549462.5684102,125976648.38963073,43477383.63417618,204927749.4138482,OK,STATE_MIN_20_PT,73743839.52251673
2025-11-17,Max_Sharpe,553354048.081076,126068715.78094742,44034796.18583469,205082854.98353887,OK,STATE_MIN_20_PT,73835906.91383341
2025-11-18,Max_Sharpe,553417472.4055524,126092829.77444628,44021247.521499,205135713.9788519,OK,STATE_MIN_20_PT,73860020.90733227
2025-11-19,Max_Sharpe,553508405.0688941,126125738.63299248,44027749.24285966,205187236.06228682,OK,STATE_MIN_20_PT,73892929.76587847
2025-11-20,Max_Sharpe,553569228.8487868,126156830.13778344,44005344.52856759,205239373.05168068,OK,STATE_MIN_20_PT,73924021.27066943
2025-11-21,Max_Sharpe,553714636.3126217,126190080.45904419,44045954.54649032,205310920.17633212,OK,STATE_MIN_20_PT,73957271.59193018
2025-11-24,Max_Sharpe,553618056.1227188,126275177.29070741,43703271.33763142,205471926.3636248,OK,STATE_MIN_20_PT,74042368.4235934
2025-11-25,Max_Sharpe,553601113.198919,126305928.68555942,43603651.85942617,205523851.52317822,OK,STATE_MIN_20_PT,74073119.81844541
2025-11-26,Max_Sharpe,553780007.170106,126337021.55875477,43699399.09994596,205575905.38065022,OK,STATE_MIN_20_PT,74104212.69164076
2025-11-27,Max_Sharpe,553826751.2866578,126368115.09483184,43663000.971998766,205627954.0890722,OK,STATE_MIN_20_PT,74135306.22771783
2025-11-28,Max_Sharpe,554072813.6588538,126401548.23633035,43818002.071540095,205685582.22022822,OK,STATE_MIN_20_PT,74168739.36921634
2025-12-01,Max_Sharpe,554308037.6399043,126494842.19801183,43803879.14986785,205841635.16126943,OK,STATE_MIN_20_PT,74262033.33089782
2025-12-02,Max_Sharpe,554605941.0130513,126525843.51866177,44019341.32467009,205893075.0389642,OK,STATE_MIN_20_PT,74293034.65154776
2025-12-03,Max_Sharpe,554611464.1030092,126574997.61158213,43883579.243079394,205985206.11759263,OK,STATE_MIN_20_PT,74342188.74446812
2025-12-04,Max_Sharpe,555071793.8488343,126630085.59706539,44207927.5200371,206066099.6009766,OK,STATE_MIN_20_PT,74397276.72995138
2025-12-05,Max_Sharpe,555063058.2163336,126718095.69408092,44075975.58962075,206101305.8018769,OK,STATE_MIN_20_PT,74485286.82696691
2025-12-08,Max_Sharpe,555465074.6892344,126810623.54655191,44229830.568454064,206256939.44347328,OK,STATE_MIN_20_PT,74577814.6794379
2025-12-09,Max_Sharpe,555549232.4032348,126828817.93311441,44255208.792778686,206297524.54658663,OK,STATE_MIN_20_PT,74596009.0660004
2025-12-10,Max_Sharpe,555672226.9408226,126860516.0843638,44294338.68820253,206349691.03750122,OK,STATE_MIN_20_PT,74627707.2172498
2025-12-11,Max_Sharpe,555712542.1225371,126906818.41163029,44231138.543130964,206406904.03702074,OK,STATE_MIN_20_PT,74674009.54451628
2025-12-12,Max_Sharpe,555892970.1054149,126928243.5880425,44341750.91082085,206455294.4757964,OK,STATE_MIN_20_PT,74695434.72092849
2025-12-15,Max_Sharpe,555858655.4511724,127030860.52446209,44046847.117583565,206613266.6783716,OK,STATE_MIN_20_PT,74798051.65734808
2025-12-16,Max_Sharpe,556022952.8927376,127066307.69032818,44120459.90411261,206668504.16754165,OK,STATE_MIN_20_PT,74833498.82321417
2025-12-18,Max_Sharpe,556339291.5774186,127140944.60352571,44252611.939983785,206778053.9031539,OK,STATE_MIN_20_PT,74908135.7364117
2025-12-19,Max_Sharpe,556379501.9523388,127172394.70871955,44209587.51140678,206829838.60145736,OK,STATE_MIN_20_PT,74939585.84160554
2025-12-22,Max_Sharpe,556452397.0721846,127269252.45037165,44028648.56534437,206986814.92571336,OK,STATE_MIN_20_PT,75036443.58325765
2025-12-23,Max_Sharpe,556831268.7997086,127334279.34847404,44263102.52631016,207066205.79416937,OK,STATE_MIN_20_PT,75101470.48136003
2025-12-24,Max_Sharpe,556867183.433645,127365790.76909983,44215770.82816623,207117940.7056238,OK,STATE_MIN_20_PT,75132981.90198582
2025-12-25,Max_Sharpe,557221927.7205055,127397199.2270314,44487412.89749043,207169634.4652286,OK,STATE_MIN_20_PT,75164390.35991739
2025-12-26,Max_Sharpe,557546616.6847501,127428607.15659261,44729005.966195405,207221322.43120694,OK,STATE_MIN_20_PT,75195798.2894786
2025-12-29,Max_Sharpe,557746345.329359,127455323.27369046,44773423.942025974,207349916.9828874,OK,STATE_MIN_20_PT,75222514.40657645
2025-12-30,Max_Sharpe,557990489.8162073,127520363.08356816,44878839.1315642,207423606.47031975,OK,STATE_MIN_20_PT,75287554.21645415
2025-12-31,Max_Sharpe,558209207.5246478,127547524.95164052,45033954.885932535,207460046.5563196,OK,STATE_MIN_20_PT,75314716.08452651
2025-01-03,Max_Return,508462637.28633577,112962154.13935663,80545698.19022018,136787103.82600382,OK,STATE_MIN_20_PT,60729345.27224262
2025-01-06,Max_Return,508872917.87421566,113050516.47251832,80756067.43270633,136898652.8382359,OK,STATE_MIN_20_PT,60817707.60540432
2025-01-07,Max_Return,508270083.9831706,113079901.21709943,80086662.05749595,136935839.57782012,OK,STATE_MIN_20_PT,60847092.34998542
2025-01-08,Max_Return,508403751.71678483,113111787.79748087,80149208.57911417,136975074.20943463,OK,STATE_MIN_20_PT,60878978.93036686
2025-01-09,Max_Return,508434191.2019471,113141204.20029122,80113029.43942657,137012276.43147418,OK,STATE_MIN_20_PT,60908395.33317721
2025-01-10,Max_Return,508516741.0066226,113170606.07978572,80128980.18490979,137049473.61117196,OK,STATE_MIN_20_PT,60937797.21267171
2025-01-13,Max_Return,508561985.65698004,113249974.03827627,79986132.91575502,137158197.5721936,OK,STATE_MIN_20_PT,61017165.17116226
2025-01-14,Max_Return,508840123.2697343,113279650.98653103,80197532.70204185,137195258.45040628,OK,STATE_MIN_20_PT,61046842.11941703
2025-01-15,Max_Return,510031959.6737359,113304772.79174094,81340204.80295688,137219300.94828293,OK,STATE_MIN_20_PT,61071963.92462693
2025-01-16,Max_Return,509624961.8627695,113334156.91981907,80866565.46826422,137256558.34393102,OK,STATE_MIN_20_PT,61101348.052705064
2025-01-17,Max_Return,509950303.09461796,113363553.62964565,81130413.79214692,137288654.54207027,OK,STATE_MIN_20_PT,61130744.76253164
2025-01-20,Max_Return,510170975.7250898,113451972.40354343,81150860.79666334,137400461.3941279,OK,STATE_MIN_20_PT,61219163.53642942
2025-01-21,Max_Return,509893164.6047619,113485665.4348661,80789826.86591066,137449991.17323002,OK,STATE_MIN_20_PT,61252856.56775209
2025-01-22,Max_Return,510446868.33928126,113514942.85243557,81276921.16101725,137487323.19507328,OK,STATE_MIN_20_PT,61282133.98532157
2025-01-23,Max_Return,511311455.12781036,113544430.61305486,82074779.10742196,137524564.27657843,OK,STATE_MIN_20_PT,61311621.74594085
2025-01-24,Max_Return,512475128.11577415,113577367.91429141,83125772.55853236,137604306.5121953,OK,STATE_MIN_20_PT,61344559.047177404
2025-01-27,Max_Return,511987971.13223404,113665684.4622541,82439074.57773605,137715530.96148875,OK,STATE_MIN_20_PT,61432875.5951401
2025-01-28,Max_Return,511845762.1114979,113689213.32137443,82242290.42023735,137746577.23913097,OK,STATE_MIN_20_PT,61456404.454260424
2025-01-29,Max_Return,512088906.8370533,113719397.33528973,82416974.76361763,137784853.60739082,OK,STATE_MIN_20_PT,61486588.468175724
2025-01-30,Max_Return,512035554.91743314,113748914.28732789,82296780.39842847,137822179.1009217,OK,STATE_MIN_20_PT,61516105.42021388
2025-01-31,Max_Return,512161037.48624223,113768429.18897739,82352178.3336525,137872748.83285725,OK,STATE_MIN_20_PT,61535620.32186338
2025-02-03,Max_Return,511971964.4456376,113857062.90308645,81962463.3398622,137984757.07193384,OK,STATE_MIN_20_PT,61624254.035972446
2025-02-04,Max_Return,512142831.90795577,113887104.65081799,82064459.32489227,138023586.80149034,OK,STATE_MIN_20_PT,61654295.78370398
2025-02-05,Max_Return,512415272.2304313,113916602.89879492,82270231.81406248,138060756.3868188,OK,STATE_MIN_20_PT,61683794.03168091
2025-02-06,Max_Return,512584338.57926726,113946098.7628947,82372614.33532515,138097944.35029235,OK,STATE_MIN_20_PT,61713289.8957807
2025-02-07,Max_Return,512715652.86924124,113971600.6403746,82487557.12757304,138088813.97053853,OK,STATE_MIN_20_PT,61738791.77326059
2025-02-10,Max_Return,513036345.7335721,114121246.86596832,82495678.97618563,138251738.760663,OK,STATE_MIN_20_PT,61888437.99885431
2025-02-11,Max_Return,514648337.5600219,114150785.91824925,84040807.58507897,138289062.92593855,OK,STATE_MIN_20_PT,61917977.05113524
2025-02-12,Max_Return,515257592.2796092,114169890.00206411,84599602.09877586,138320419.04801416,OK,STATE_MIN_20_PT,61937081.1349501
2025-02-13,Max_Return,516613751.80620277,114194310.30297956,85907231.44026443,138344528.93220365,OK,STATE_MIN_20_PT,61961501.43586555
2025-02-14,Max_Return,517623017.0532235,114223833.853914,86867650.1074843,138363851.9610701,OK,STATE_MIN_20_PT,61991024.986799985
2025-02-17,Max_Return,517239663.56846726,114317753.29463981,86265473.78543033,138488755.35764202,OK,STATE_MIN_20_PT,62084944.4275258
2025-02-18,Max_Return,517406322.0698357,114342171.823359,86383509.48520514,138512959.6305164,OK,STATE_MIN_20_PT,62109362.95624499
2025-02-19,Max_Return,517973298.9795049,114380314.66479753,86874056.53332618,138551246.65062606,OK,STATE_MIN_20_PT,62147505.79768352
2025-02-20,Max_Return,517709490.1025384,114409939.4093047,86543221.01492617,138588648.54755232,OK,STATE_MIN_20_PT,62177130.542190686
2025-02-21,Max_Return,518456498.84033865,114437153.6187878,87230575.65581606,138621088.43497965,OK,STATE_MIN_20_PT,62204344.75167379
2025-02-24,Max_Return,518795157.7195127,114466236.67779969,87470375.81825586,138690864.09270206,OK,STATE_MIN_20_PT,62233427.81068568
2025-02-25,Max_Return,519301638.48919976,114463533.0789565,87953724.49476545,138716699.78472263,OK,STATE_MIN_20_PT,62230724.21184249
2025-02-26,Max_Return,519616198.2050041,114493592.70946278,88201089.43382314,138753834.93096304,OK,STATE_MIN_20_PT,62260783.84234877
2025-02-27,Max_Return,520540770.18259907,114529374.53276682,89052942.18549213,138790772.33358496,OK,STATE_MIN_20_PT,62296565.66565281
2025-02-28,Max_Return,520340419.88327587,114559035.84513812,88785379.5840032,138828323.32337946,OK,STATE_MIN_20_PT,62326226.97802411
2025-03-03,Max_Return,520993984.7557055,114642278.81833692,89247517.01961255,138936507.78700083,OK,STATE_MIN_20_PT,62409469.95122291
2025-03-04,Max_Return,520857728.05510175,114672389.57033612,89043857.14432132,138973800.2096891,OK,STATE_MIN_20_PT,62439580.70322211
2025-03-05,Max_Return,520760553.6822392,114702307.9070695,88879196.2353954,139011368.40901917,OK,STATE_MIN_20_PT,62469499.0399555
2025-03-06,Max_Return,520695087.45002043,114731781.0330675,88746927.56880301,139048697.71739474,OK,STATE_MIN_20_PT,62498972.16595349
2025-03-07,Max_Return,520674980.46030444,114761493.18536425,88638932.54164565,139106873.60253936,OK,STATE_MIN_20_PT,62528684.31825024
2025-03-10,Max_Return,521405830.62931633,114841212.00948988,89177449.57748361,139219487.91158763,OK,STATE_MIN_20_PT,62608403.14237587
2025-03-11,Max_Return,521601750.4842412,114871001.27534926,89305830.77474529,139257237.3033915,OK,STATE_MIN_20_PT,62638192.40823525
2025-03-12,Max_Return,522968157.24074,114900881.59230307,90604458.47748244,139295136.04019934,OK,STATE_MIN_20_PT,62668072.72518906
2025-03-13,Max_Return,523633639.3589469,114929016.06211752,91210148.65104711,139326793.51502714,OK,STATE_MIN_20_PT,62696207.19500351
2025-03-14,Max_Return,524796493.2387565,114960781.77019474,92282457.2084463,139385573.1293602,OK,STATE_MIN_20_PT,62727972.90308073
2025-03-17,Max_Return,525107111.40985644,115056307.38616118,92387579.41169101,139495543.4812491,OK,STATE_MIN_20_PT,62823498.51904717
2025-03-18,Max_Return,527225208.4807132,115088257.21313526,94435442.72510508,139533827.4117177,OK,STATE_MIN_20_PT,62855448.34602125
2025-03-19,Max_Return,528188406.4469245,115119071.45866847,95330643.83306079,139571010.02444014,OK,STATE_MIN_20_PT,62886262.59155446
2025-03-21,Max_Return,528247081.34531564,115188600.50472645,95244480.2797851,139646319.4300489,OK,STATE_MIN_20_PT,62955791.63761245
2025-03-24,Max_Return,529123608.9727291,115278539.48757531,95917265.47856194,139760122.87583667,OK,STATE_MIN_20_PT,63045730.6204613
2025-03-25,Max_Return,528509147.21259886,115308457.67612192,95235036.95662501,139797971.4490968,OK,STATE_MIN_20_PT,63075648.80900791
2025-03-26,Max_Return,529666967.77888834,115344827.57653311,96312987.99247137,139841471.0791288,OK,STATE_MIN_20_PT,63112018.7094191
2025-03-27,Max_Return,529785740.57463574,115247356.22868311,96575298.28222224,139795404.9329753,OK,STATE_MIN_20_PT,63014547.36156911
2025-03-28,Max_Return,529937989.5517164,115268589.03284939,96626951.57550007,139874767.81261185,OK,STATE_MIN_20_PT,63035780.16573538
2025-04-02,Max_Return,530703580.18308353,115452946.1464836,96978045.68057734,140104907.22526735,OK,STATE_MIN_20_PT,63220137.27936959
2025-04-03,Max_Return,530819764.95122236,115482903.95056768,97024134.79180673,140145045.07809284,OK,STATE_MIN_20_PT,63250095.08345367
2025-04-04,Max_Return,531466364.3984938,115512967.26521459,97600476.62956217,140185239.37296194,OK,STATE_MIN_20_PT,63280158.398100585
2025-04-07,Max_Return,532170200.9998094,115534885.87136503,98209086.20211306,140258547.7955762,OK,STATE_MIN_20_PT,63302077.00425102
2025-04-08,Max_Return,532495925.0498673,115558160.40235761,98467275.99831289,140302807.51844156,OK,STATE_MIN_20_PT,63325351.5352436
2025-04-10,Max_Return,533460084.74927413,115628310.58945742,99263464.75539403,140400628.27366757,OK,STATE_MIN_20_PT,63395501.722343415
2025-04-11,Max_Return,534730152.28891546,115732404.05212699,100295590.33921143,140534476.76682186,OK,STATE_MIN_20_PT,63499595.18501298
2025-04-14,Max_Return,534238245.12714094,115816728.30559792,99610487.94065577,140643347.7501322,OK,STATE_MIN_20_PT,63583919.43848391
2025-04-15,Max_Return,534973892.91087586,115855732.02974513,100247409.33797418,140703070.41240135,OK,STATE_MIN_20_PT,63622923.162631124
2025-04-16,Max_Return,537211558.2381628,115885860.0785201,102414703.96965468,140743313.05923283,OK,STATE_MIN_20_PT,63653051.2114061
2025-04-17,Max_Return,538999562.0155544,115915987.55104846,104132332.68455335,140783560.64919752,OK,STATE_MIN_20_PT,63683178.68393445
2025-04-18,Max_Return,537709305.7171109,115945973.97036695,102769396.21390912,140826254.4020797,OK,STATE_MIN_20_PT,63713165.10325295
2025-04-21,Max_Return,538206927.0489719,116054085.29823515,103006186.52198294,140978974.09799862,OK,STATE_MIN_20_PT,63821276.43112114
2025-04-22,Max_Return,538746858.9615293,116084256.55371165,103475695.3435617,141019225.9335008,OK,STATE_MIN_20_PT,63851447.686597645
2025-04-23,Max_Return,540809500.2904172,116102561.80264784,105475787.912445,141063469.4445691,OK,STATE_MIN_20_PT,63869752.93553384
2025-04-24,Max_Return,540728791.3129032,116132751.39391465,105324538.97485001,141103819.81338346,OK,STATE_MIN_20_PT,63899942.52680065
2025-04-25,Max_Return,540503821.6726518,116227509.18605843,104882710.73978359,141225920.6160546,OK,STATE_MIN_20_PT,63994700.318944424
2025-04-28,Max_Return,540739206.2763731,116421999.62331447,104700799.506372,141448726.01593155,OK,STATE_MIN_20_PT,64189190.75620046
2025-04-29,Max_Return,540568639.2909589,116480816.7096092,104383393.2579852,141536748.1926094,OK,STATE_MIN_20_PT,64248007.84249519
2025-04-30,Max_Return,541805451.6193753,116511036.24383913,105549978.84678516,141576755.397996,OK,STATE_MIN_20_PT,64278227.37672512
2025-05-02,Max_Return,543192466.2231241,116641244.38557106,106414832.6319069,141968708.07489106,OK,STATE_MIN_20_PT,64408435.518457055
2025-05-05,Max_Return,544244283.1664588,116754485.32915525,107215816.99583319,142106299.71071517,OK,STATE_MIN_20_PT,64521676.462041244
2025-05-06,Max_Return,544861337.1856472,116784765.79482114,107763025.88505016,142145864.37502083,OK,STATE_MIN_20_PT,64551956.927707136
2025-05-07,Max_Return,544036472.6938463,116815009.23726368,106868382.45002198,142185399.87580556,OK,STATE_MIN_20_PT,64582200.37014967
2025-05-08,Max_Return,543693300.6516079,116845255.6148274,106455429.08047578,142224934.82554948,OK,STATE_MIN_20_PT,64612446.74771339
2025-05-09,Max_Return,543266770.5545058,116875504.9332275,105979992.16481847,142243592.3257047,OK,STATE_MIN_20_PT,64642696.06611349
2025-05-12,Max_Return,543326282.5999703,116963770.18678029,105829534.27398576,142365297.0084493,OK,STATE_MIN_20_PT,64730961.31966628
2025-05-13,Max_Return,542977687.6004654,117030630.44290274,105317312.69503528,142462063.33177227,OK,STATE_MIN_20_PT,64797821.57578874
2025-05-14,Max_Return,543650475.3930602,117059292.64536291,105889012.672735,142534488.94420713,OK,STATE_MIN_20_PT,64826483.778248906
2025-05-15,Max_Return,543468388.8000332,117134309.59072709,105537155.12931822,142629242.94923273,OK,STATE_MIN_20_PT,64901500.72361308
2025-05-16,Max_Return,543932810.3229535,117167163.89922787,105918078.32351482,142679886.96945563,OK,STATE_MIN_20_PT,64934355.032113865
2025-05-19,Max_Return,544341396.8931826,117313627.59612367,105983568.97975364,142876519.18655017,OK,STATE_MIN_20_PT,65080818.72900966
2025-05-20,Max_Return,543526956.6775107,117343976.46378061,105099393.98465681,142915905.0983181,OK,STATE_MIN_20_PT,65111167.596666604
2025-05-21,Max_Return,544260511.781596,117343211.67212395,105805813.09603965,142943805.88267714,OK,STATE_MIN_20_PT,65110402.805009946
2025-05-22,Max_Return,543879555.6472033,117368478.15645206,105369075.47281025,142974320.88718593,OK,STATE_MIN_20_PT,65135669.28933805
2025-05-26,Max_Return,545449267.414532,117931269.50676039,106051870.91976279,143298445.85725367,OK,STATE_MIN_20_PT,65698460.63964638
2025-05-27,Max_Return,545398117.7082713,117960617.44982171,105932562.66046387,143337256.4672307,OK,STATE_MIN_20_PT,65727808.5827077
2025-05-28,Max_Return,545924963.0949317,117991222.22711463,106388428.82960296,143377630.90745905,OK,STATE_MIN_20_PT,65758413.360000625
2025-05-29,Max_Return,545945907.0792475,118023740.25658706,106336543.80063713,143417941.8912681,OK,STATE_MIN_20_PT,65790931.38947305
