metric,min,max,mean,median
rf_annual,0.07640772357723578,0.07640772357723578,0.07640772357723578,0.07640772357723578
mu_APT,0.0537969969692463,0.1609785633898522,0.11349389959676313,0.1110678369931649
volatility_APT_asset,0.002131395612681998,0.29379873262876516,0.08546925286857456,0.008394112468468105
